SampleName	cluster	silhouetteValue	unmapped_cluster
DLBCL10490	1	0.0237691086220761	3
DLBCL_LS378	1	0.0207555459338028	3
DLBCL10875	1	0.102916174975733	3
DLBCL10894	1	0.0155744928429227	3
DLBCL10450	1	0.123865305466777	3
DLBCL11443	1	0.0381601658571347	3
DLBCL_LS2154	1	-0.0312780953684703	3
DLBCL11519	1	-0.0491588918434174	3
DLBCL10515	1	0.2140398566795	3
DLBCL10957	1	0.145977459103369	3
DLBCL10897	1	0.0209335027067181	3
DLBCL11434	1	0.0750838919448282	3
DLBCL11472	1	0.161116692791306	3
DLBCL10843	1	0.310590950700864	3
DLBCL11202	1	0.0634741320664769	3
DFCIDL010_DT	1	0.0551527882900353	3
DLBCL11520	1	0.0495831308814709	3
DLBCL10997	1	0.040116440609954	3
DLBCL_MC_F307_JPS	1	-0.0328135029496567	3
DLBCL10844	1	0.0203073939314374	3
DLBCL11191	1	-0.0191165377411433	3
DLBCL11482	1	0.078882317965812	3
DLBCL10869	1	0.131247887927371	3
DLBCL10548	1	0.0317004634455556	3
DLBCL_MAYO_DLBCL_5613	1	0.0200344390520298	3
DLBCL11461	1	0.111874083622748	3
DLBCL11539	1	-0.069486892180244	3
DLBCL10914	1	0.0024049357400562	3
DLBCL10542	1	0.0858440053206879	3
DLBCL11454	1	0.0379453104492674	3
DLBCL11478	1	0.0920128950823148	3
DLBCL10884	1	0.0551320880498164	3
DLBCL10896	1	0.11479429941061	3
DLBCL10996	1	0.0285496048967062	3
DLBCL10912	1	0.0152999392776412	3
DLBCL10971	1	0.01441013236284	3
DLBCL10918	1	0.0979485498292627	3
DLBCL10931	1	0.148031436507162	3
DLBCL_RICOVER_829	1	-0.0166913309074862	3
DLBCL10950	1	-0.0269729883748863	3
DLBCL11205	1	0.0985532167998049	3
DLBCL_RICOVER_945	1	-0.100935778394853	3
DLBCL_RICOVER_977	1	0.039424731474851	3
DLBCL10462	1	0.145424394719336	3
DLBCL_RICOVER_865	1	0.0142711763582722	3
DLBCL11681	1	0.130037560582859	3
DLBCL11486	1	0.133271229644566	3
DLBCL11512	1	0.0654506084321407	3
DLBCL_C_D_1156_NULLPAIR	1	-0.084706176690253	3
DLBCL10975	1	-0.0107588864841237	3
DLBCL11430	1	0.057958150000858	3
DLBCL_C_D_1128_NULLPAIR	1	0.0937554399724582	3
DLBCL11462	1	0.147071954114198	3
DLBCL10451	1	0.121790825827908	3
DLBCL_MAYO_DLBCL_3653	1	0.0013252530797233	3
DLBCL10488	1	0.0797579325831571	3
DLBCL10525	1	0.149768164444047	3
DLBCL10945	1	0.115949106520416	3
DLBCL_LS951	1	0.143116194787784	3
DLBCL11676	1	-0.0272691947572357	3
DLBCL10458	1	0.0759782997698424	3
DLBCL11432	1	0.292603869799449	3
DLBCL_RICOVER_826	1	0.137788592027665	3
DLBCL11677	1	0.0863346853615594	3
DLBCL_RICOVER_478	2	-0.0130887186076777	4
DLBCL10494	2	0.0964663281291784	4
DLBCL10985	2	0.0440068104643744	4
DLBCL10519	2	0.10309464685696	4
DLBCL_C_D_1136_NULLPAIR	2	0.184843092757779	4
DLBCL10460	2	0.0657968358168692	4
DLBCL10510	2	0.138326432852715	4
DLBCL_LS3245	2	0.0518199312905024	4
DLBCL11208	2	0.0457477004712025	4
DLBCL11565	2	0.0237500970982436	4
DLBCL_RICOVER_780	2	0.0673349176056085	4
DLBCL_RICOVER_1165	2	0.159286088277688	4
DLBCL_RICOVER_1210	2	0.145887366011237	4
DLBCL_C_D_1131_NULLPAIR	2	0.007668837595171	4
DLBCL10780	2	0.0719391613304855	4
DLBCL10983	2	0.0872096048576452	4
DLBCL_RICOVER_126	2	0.0328615918945401	4
DLBCL10524	2	-0.0857037465417444	4
DLBCL_C_D_1152_NULLPAIR	2	0.136774250638582	4
DLBCL11530	2	0.215580443427446	4
DLBCL10885	2	0.0697201686380369	4
DLBCL10859	2	0.0123212969975088	4
DLBC_FF_8043_TP_NB	2	0.0116039824484687	4
DLBCL_LS3749	2	0.0280383273699101	4
DLBCL_C_D_1126_NULLPAIR	2	0.0190441210803314	4
DLBCL11003	2	-0.0129372626296843	4
DLBCL10483	2	0.104590519218679	4
DLBCL10907	2	0.002721695828251	4
DLBCL10922	2	0.111437287415301	4
DLBCL_C_D_1108_NULLPAIR	2	0.0579646477727931	4
DLBCL_LS1921	2	0.151882638676346	4
DLBCL_C_D_1138_NULLPAIR	2	0.056340503985251	4
DLBCL_MC_F496DMP	2	0.088811457626046	4
DLBCL_C_D_1106_NULLPAIR	2	0.104101694681572	4
DLBCL10934	2	-0.0893983592583414	4
DLBCL10988	2	0.0354010952819216	4
DLBCL_RICOVER_496	2	0.0284770793442512	4
DLBCL_RICOVER_174	2	0.0452184846570989	4
DLBCL10962	2	0.155772375190956	4
DLBCL_LS2089	2	0.0858302865417944	4
DLBCL10954	2	0.213285457501701	4
DLBCL11577	2	0.0399966996236299	4
DLBCL_LS4323	2	0.0090927023532185	4
DLBCL_LS2258	2	-0.014371602439707	4
DLBCL10528	2	0.003176516025998	4
DLBCL11180	2	0.0554358458646785	4
DLBCL_RICOVER_623	2	0.0971392898500701	4
DLBCL_MC_F959_ERM	2	0.104506688418603	4
DLBCL10470	2	-0.0256669631171918	4
DLBCL11684	2	0.14740648093401	4
DLBCL10493	2	0.259758172758296	4
DLBCL10507	2	0.0211661876648595	4
DLBCL10948	2	0.0492282137066723	4
DLBCL_C_D_1142_NULLPAIR	2	0.113901508604424	4
DLBCL11562	2	0.0148533221553641	4
DLBCL_C_D_PAIR2	2	-0.0749649412336411	4
DLBCL_C_D_PAIR22	2	-0.0069074616979937	4
DLBCL_C_D_PAIR23	2	0.035964806208135	4
DLBCL_C_D_PAIR5	2	0.061734868401243	4
DLBCL_C_D_PAIR9	2	0.108399310540693	4
DLBCL11193	2	-0.0263117630698468	4
DLBCL11503	2	0.1517904020002	4
DLBCL_RICOVER_763	2	-0.0037497906663667	4
DLBCL_RICOVER_107	2	0.004412867928799	4
DLBCL_LS88	2	0.0137733066440079	4
DLBCL10538	2	-0.116556403609107	4
DLBCL10933	2	0.0501349902975498	4
DLBCL_RICOVER_150	2	0.207269596792133	4
DLBCL_LS1546	2	0.122911126333813	4
DLBCL_RICOVER_1169	2	0.1491751809691	4
DLBCL10473	2	0.0574086156556182	4
DLBCL10477	2	-0.0737768332313445	4
DLBCL11579	2	0.107697416505082	4
DLBCL_C_D_1158_NULLPAIR	2	-0.0218183807461543	4
DLBCL11531	2	0.147013050279383	4
DLBCL10926	2	0.0621421239240237	4
DLBCL_RICOVER_266	2	0.0128746159815797	4
DLBCL_MC_F990_MNA	2	0.181504657389548	4
DLBCL_RICOVER_822	2	0.0016868044454381	4
DLBCL11438	2	0.033277568262573	4
DLBCL10500	2	0.116036879063789	4
DLBCL_LS3309	2	0.12338251264277	4
DLBCL11483	2	0.086088506853616	4
DLBCL10849	2	0.0106903474230161	4
DLBCL10917	2	0.0990935082458495	4
DLBCL10452	2	0.0633244205819112	4
DLBCL10461	2	0.0703170123261629	4
DLBCL10947	2	0.0982760082845221	4
DLBCL_LS2245	2	-0.0922993921479877	4
DLBCL11346	2	0.0336713409176263	4
DLBCL11484	2	0.109142644671459	4
DLBCL_RICOVER_335	2	0.151561285963041	4
DLBCL10989	2	0.128186834266842	4
DLBCL11436	2	0.0992977799119874	4
DLBCL_LS146	2	0.0639426205328887	4
DLBCL_RICOVER_533	2	-0.105616010821905	4
DLBCL_LS4054	2	-0.0945696120128801	4
DLBCL11203	2	0.0344007171023383	4
DLBCL10517	2	-0.0516545300910579	4
DLBCL_LS1668	2	0.0166891586919933	4
DLBCL10846	2	0.147987425175965	4
DLBCL11661	2	0.103769928754154	4
DLBCL11516	2	0.154856036304053	4
DLBCL_RICOVER_299	2	0.022868342173809	4
DLBCL11533	2	-0.0355246865407189	4
DLBCL11204	2	0.158325609302471	4
DLBCL_RICOVER_678	2	-0.0320620258228582	4
DLBCL_RICOVER_948	2	0.199483510585024	4
DLBCL_C_D_1119_NULLPAIR	2	-0.0323730255567512	4
DLBCL_RICOVER_839	2	-0.0292649988648512	4
DLBCL_C_D_1135_NULLPAIR	2	0.142334821683436	4
DLBCL_MAYO_DLBCL_7359	2	0.155190176008932	4
DLBCL_MC_F089_HCZ	2	0.0594769302997103	4
DLBCL_RICOVER_253	2	0.115735195950394	4
DLBCL_RICOVER_1046	2	0.0757303476438513	4
DLBCL_LS1683	2	0.17936829120019	4
DLBCL10484	2	-0.0143252823284778	4
DLBCL11466	2	0.0941454598551249	4
DFCIDL003_DT	2	-0.0123891729006639	4
DLBCL10453	2	0.011304428416911	4
DLBCL_RICOVER_288	2	0.0652935080073069	4
DLBCL11449	2	0.0889439252753239	4
DLBCL10906	2	0.147601100790608	4
DLBCL_C_D_1105_NULLPAIR	2	-0.0227029027322937	4
DLBCL11456	2	0.135793124416509	4
DLBCL10541	2	0.144214715043172	4
DLBCL10845	2	0.0807620932014071	4
DLBCL_MC_F502_RFK	2	0.0682870112300732	4
DLBCL10503	2	0.0614708816145293	4
DLBCL11446	2	0.163558051491496	4
DLBCL10903	2	0.120157821996981	4
DLBCL11188	2	0.153912033405579	4
DLBCL10502	2	-0.029489801091632	4
DLBCL11591	2	0.0564632110168227	4
DLBCL10487	2	0.0802746765183926	4
DLBCL_C_D_1118_NULLPAIR	2	-0.0800163427952012	4
DLBCL_RICOVER_1235	2	0.157003786767062	4
DLBCL11673	2	0.104109176202637	4
DLBCL_MC_F210_GWC	2	0.0632058125584947	4
DLBCL_RICOVER_467	2	0.0510176645605464	4
DLBCL10851	2	-0.0008941554816796	4
DLBCL10850	2	-0.0349443890672532	4
DLBCL_RICOVER_787	2	0.0340527684430141	4
DLBCL10480	2	0.185583174803952	4
DLBCL_RICOVER_583	2	0.0023218315489801	4
DLBCL10981	2	0.0524460092463651	4
DLBCL10956	2	0.0874528275173951	4
DLBCL_DFCI_DLBCL_GOE05	2	0.0149888993213355	4
DLBCL10834	2	0.131814320661482	4
DLBCL_LS3204	2	0.0333909252875433	4
DLBCL_C_D_1149_NULLPAIR	2	0.0294499675937398	4
DLBCL11664	2	-0.0019899669286431	4
DLBCL_C_D_1117_NULLPAIR	2	0.135987089657187	4
DLBCL10873	2	0.0962406030835358	4
DLBCL11498	2	0.0865169313805092	4
DLBCL11507	2	0.0256819180838331	4
DLBCL_DFCI_DLBCL_GOE07	2	0.19027356484389	4
DLBCL10871	2	0.0330433613411446	4
DLBCL11679	2	-0.0390246044155428	4
DLBCL_RICOVER_401	2	0.155586570275366	4
DLBCL10874	2	-0.0473881798499894	4
DLBCL10911	2	0.0507521747550667	4
DLBCL_LS1065	2	0.0117422685863104	4
DLBCL_MC_F500_ECU	2	-0.0061610710929661	4
DLBCL_RICOVER_1060	2	0.105755863078828	4
DLBCL_MC_F729_MAN	2	0.0134449386113194	4
DLBCL11479	2	0.0947083672193092	4
DLBCL_MC_F739_AMA3	2	-0.0337887539790864	4
DLBCL11574	3	0.0097074204269798	1
DLBCL11572	3	0.066279517542345	1
DLBCL10555	3	0.031986388427113	1
DLBCL_C_D_1113_NULLPAIR	3	0.0898793803374851	1
DLBCL10549	3	-0.0051372447387187	1
DLBCL_MC_F064AB	3	0.0226245036144902	1
DLBCL_C_D_1141_NULLPAIR	3	0.0135703175798444	1
DLBCL_MAYO_DLBCL_234	3	-0.0029463679074782	1
DLBCL11569	3	0.0839360729936642	1
DLBCL11558	3	0.066554557150519	1
DFCIDL009_DT	3	0.0501848734705048	1
DLBCL10512	3	0.152611614102071	1
DLBCL11526	3	0.0914531420038339	1
DLBCL_RICOVER_469	3	0.0277094598542691	1
DLBCL_LS843	3	0.120647574921654	1
DLBCL_LS4592	3	0.186481642489533	1
DLBCL_LS2325	3	0.154897146933497	1
DLBCL11685	3	0.0903276502341229	1
DLBCL_MC_F362_MJB1	3	-0.0435061829185416	1
DLBCL_RICOVER_440	3	-0.0666178074071712	1
DLBCL_C_D_1112_NULLPAIR	3	-0.0298978902193095	1
DLBCL_DFCI_DLBCL_GOE16	3	0.0790073454184474	1
DLBCL10522	3	0.125057828937882	1
DLBCL10879	3	-0.0228582664435954	1
DLBCL_LS2328	3	0.0447103272617362	1
DLBCL11515	3	0.0831697236219976	1
DLBCL_LS4616	3	0.0149125165298102	1
DLBCL10936	3	0.0874867760105493	1
DLBCL_RICOVER_267	3	0.0906371268027419	1
DLBCL11680	3	-0.007022587169894	1
DLBCL10472	3	0.107037341979195	1
DLBCL11669	3	0.178219428548186	1
DLBCL_RICOVER_258	3	0.126619761939729	1
DLBCL11590	3	0.0051965874521096	1
DLBCL11656	3	0.0612405199461998	1
DLBCL_LS2599	3	0.0030880097628932	1
DLBCL_C_D_1133_NULLPAIR	3	-0.100696445907944	1
DLBCL11566	3	0.106759430955204	1
DLBCL_LS4593	3	0.121952473230157	1
DLBCL_LS1098	3	0.0231029820683218	1
DLBCL10465	3	0.162182858996085	1
DLBCL10459	3	0.0646867555820718	1
DLBCL_RICOVER_522	3	-0.0256072397815069	1
DLBCL_MC_F349_BJJ	3	0.0848689713148829	1
DLBCL11468	3	0.0208895916379673	1
DLBCL_LS297	3	0.178758774441981	1
DLBCL11672	3	0.15479477310992	1
DLBCL_RICOVER_1269	3	0.221906400733258	1
DLBCL11439	3	0.0145403390283859	1
DLBCL10910	3	0.0625086992020646	1
DLBCL_RICOVER_1283	3	0.184323107364405	1
DLBCL11528	3	-0.0129089730917988	1
DLBCL10514	3	0.0320387590290483	1
DLBCL_MC_F606_DMJ	3	0.220863106188424	1
DLBCL11441	3	-0.0394399076545212	1
DLBCL11458	3	0.143516374520736	1
DLBCL11532	3	0.0868551512766364	1
DLBCL11585	3	0.0700516210274492	1
DLBCL10481	3	0.0911138941002319	1
DLBCL_RICOVER_1263	3	-0.0279689952013975	1
DLBCL_LS1395	3	0.103737923915646	1
DLBCL11534	3	0.0470718836797867	1
DLBCL11469	3	0.0317915956899888	1
DLBCL11428	3	0.123872774223917	1
DLBCL_RICOVER_978	3	0.0708005266966914	1
DLBCL10518	3	0.0779319985670843	1
DLBCL_RICOVER_320	3	0.131501415257912	1
DLBCL10466	3	-0.0299401067118174	1
DLBCL_RICOVER_216	3	0.0516559957902547	1
DLBCL_LS155	3	0.0476948497486295	1
DLBCL11675	3	0.15438354816218	1
DLBCL11651	3	0.0916144079508229	1
DLBCL10554	3	0.0930968065675581	1
DLBCL11670	3	-0.0863248792581327	1
DLBCL_LS762	3	0.239021975559186	1
DLBCL11542	3	0.11823802711527	1
DLBCL_MC_F815_BAT	3	0.174263129038821	1
DLBCL10995	3	0.127698363304872	1
DLBCL_RICOVER_408	3	0.0429203418296502	1
DLBCL_RICOVER_269	3	-0.0055978143640728	1
DLBCL10536	3	0.217784698462818	1
DLBCL_RICOVER_384	3	-0.0754499587959946	1
DLBCL_C_D_1110_NULLPAIR	3	0.0355236688482967	1
DLBCL_C_D_1157_NULLPAIR	3	0.140413728675415	1
DLBCL_RICOVER_577	3	0.0541223773792227	1
DLBCL11683	3	0.0089950373418679	1
DLBCL10498	3	0.0976124045097684	1
DLBCL11518	3	0.153514670387734	1
DLBCL_RICOVER_744	3	0.150132736518321	1
DLBCL10501	3	0.118722454198528	1
DLBCL_LS2305	3	-0.0305641211263989	1
DLBCL11575	3	0.219956315207775	1
DLBCL_RICOVER_208	3	0.227366134216282	1
DLBCL_RICOVER_463	3	0.0893099847892835	1
DLBCL_MC_F358_WDS	3	-0.0076456474509474	1
DLBCL10537	3	0.140983639471883	1
DLBCL_LS4618	3	0.192307265812365	1
DLBCL_C_D_1127_NULLPAIR	3	0.0762455398536046	1
DLBCL_RICOVER_1013	3	0.0559257090337851	1
DLBCL11563	3	0.0692420989464568	1
DLBCL_MC_F344_CJS	3	0.168760494563767	1
DLBCL_LS3387	3	0.0415501293161823	1
DLBCL11584	3	0.0229331892425507	1
DLBCL_LS3615	3	0.139261472733127	1
DLBCL11559	3	0.0117826487613665	1
DLBCL_LS1620	3	0.0585113056682037	1
DFCIDL001_DT	3	0.0969276348328501	1
DLBCL10523	3	0.0760542531712669	1
DLBCL11667	3	0.0340552200642037	1
DLBCL11541	3	0.0447880073073151	1
DLBCL10464	3	0.0100835245864078	1
DLBC_FF_8046_TP_NB	3	0.166874472810197	1
DLBCL_RICOVER_866	3	0.024990876689642	1
DLBCL11666	3	0.125563803643378	1
DLBCL10856	3	0.159595294263131	1
DLBCL_LS3820	3	0.11403890946554	1
DLBCL11525	3	-0.0553815040756226	1
DLBCL_LS1304	3	0.0403157568756516	1
DLBCL11573	3	0.0555755055326395	1
DLBCL10565	4	0.0785552931989042	5
DLBCL10552	4	-0.0188882281094403	5
DLBCL10974	4	0.0928131023559356	5
DLBCL_MC_F139_LJF	4	0.0928690347706708	5
DLBCL11491	4	0.081903359612895	5
DLBCL10544	4	0.0148258589848276	5
DLBCL10547	4	0.152741901327329	5
DLBCL11678	4	0.0694544474405979	5
DLBCL_RICOVER_701	4	0.202664519768928	5
DLBCL10564	4	0.0775043249420642	5
DLBCL11459	4	0.178592274870924	5
DLBCL10497	4	-0.0340381558388653	5
DLBCL_RICOVER_575	4	0.111388338345687	5
DLBCL11467	4	0.194106027436313	5
DLBCL_C_D_1153_NULLPAIR	4	0.209975734153731	5
DLBCL_RICOVER_617	4	0.148135647254846	5
DLBCL11002	4	0.198873730369693	5
DLBCL10527	4	-0.0512122147321361	5
DLBCL10973	4	0.124736394733099	5
DLBCL_C_D_1151_NULLPAIR	4	0.108744478804326	5
DLBCL10513	4	-0.101815935407835	5
DLBCL_BWH_DLBCL64	4	0.122718736235672	5
DLBCL_LS2357	4	0.0406134585849273	5
DLBCL10469	4	-0.114074445484398	5
DLBCL_RICOVER_1199	4	-0.0435297286287659	5
DLBCL_RICOVER_1247	4	-0.0152774822604193	5
DLBCL_LS3866	4	0.0328608507670437	5
DLBCL_RICOVER_1138	4	-0.0185686762750482	5
DLBCL_C_D_1121_NULLPAIR	4	0.175033197025246	5
DLBCL_C_D_1146_NULLPAIR	4	-0.0975869717706715	5
DLBCL_RICOVER_1072	4	-0.0268560892838316	5
DLBCL10505	4	0.182199508013076	5
DLBCL_RICOVER_197	4	-0.0792866713245765	5
DLBCL_RICOVER_692	4	0.0678314781526768	5
DLBCL_RICOVER_950	4	0.106644051718023	5
DLBCL11665	4	0.138357802958865	5
DLBCL10476	4	0.107718116874025	5
DLBCL11571	4	0.0569911184932483	5
DLBCL11182	4	0.0051674538461907	5
DLBCL11660	4	0.0457239597047992	5
DLBCL11453	4	-0.0367333819577237	5
DLBCL_RICOVER_148	4	0.0453260809344902	5
DLBCL_RICOVER_597	4	0.0598922591591054	5
DLBCL_LS1899	4	0.103881465372906	5
DLBCL_C_D_1132_NULLPAIR	4	0.0252233539293555	5
DLBCL_RICOVER_1061	4	0.184967523183824	5
DLBCL11005	4	0.103348970813337	5
DLBCL11471	4	0.0694726476408468	5
DLBCL_RICOVER_274	4	0.0941458415011549	5
DLBCL11538	4	0.0639991887051753	5
DLBCL11464	4	0.212526797395301	5
DLBCL11658	4	-0.0493243790392819	5
DLBCL11455	4	0.108111038363232	5
DLBCL_RICOVER_1018	4	0.121963282264215	5
DLBCL11576	4	0.0168602748983814	5
DLBCL10553	4	-0.0847613122963918	5
DLBCL10939	4	0.0893188883686605	5
DLBCL_RICOVER_361	4	0.177556588784002	5
DLBCL10491	4	0.0095575990453235	5
DLBCL10970	4	-0.0176323256131591	5
DLBCL_RICOVER_711	4	0.0672388784316079	5
DLBCL_MC_F218_RAP	4	0.128708566084325	5
DLBCL10456	4	-0.0481711145036856	5
DLBCL11535	4	-0.0374447203737435	5
DLBCL_RICOVER_985	4	0.108090187713167	5
DLBCL11447	4	0.172189564439796	5
DLBCL10965	4	0.104438831231293	5
DLBCL_C_D_1139_NULLPAIR	4	0.0267049597963117	5
DLBCL_LS2590	4	0.152038927725922	5
DLBCL11536	4	0.0547297341725005	5
DLBCL_C_D_1109_NULLPAIR	4	0.111994785772649	5
DLBCL_C_D_1115_NULLPAIR	4	-0.0032349545250164	5
DLBCL_C_D_1159_NULLPAIR	4	0.0422419756118201	5
DLBCL10927	4	0.114272787381912	5
DLBCL10978	4	0.0169526525908619	5
DLBCL10932	4	-0.0275365570125913	5
DLBCL11527	4	0.154841022910769	5
DLBCL11437	4	0.104561666514556	5
DLBCL10858	4	0.0604961155171057	5
DLBC_FF_8062_TP_NB	4	0.10692206646059	5
DLBCL11460	4	0.0328897366416727	5
DLBCL_LS3499	4	0.0253402700600888	5
DLBCL11657	4	0.193667544521304	5
DLBCL11655	4	0.0179086087074007	5
DLBCL11433	4	-0.0120382015283986	5
DLBCL11196	4	0.0735652238620378	5
DLBCL11564	4	0.0505614238608519	5
DLBCL10863	4	0.0705431599854007	5
DLBCL10782	4	0.112022574259535	5
DLBCL_C_D_1103_NULLPAIR	4	0.0473019459795083	5
DLBCL10539	4	0.075185230389552	5
DLBCL10868	4	0.0773974140874022	5
DLBCL_RICOVER_151	4	-0.0789058080970002	5
DLBCL11448	4	0.0031108378084404	5
DLBCL11504	4	-0.0697316348537661	5
DLBCL10919	4	0.0765030799529144	5
DLBCL_RICOVER_1045	4	0.0241269907368874	5
DLBCL10955	4	-0.0097910947595778	5
DLBCL_RICOVER_336	4	-0.0144904627750594	5
DLBCL11560	4	0.0291149210054809	5
DLBCL10848	5	0.058771158104421	2
DLBCL_C_D_1166_NULLPAIR	5	0.107510606389257	2
DLBCL10471	5	-0.0405892407571697	2
DLBCL10924	5	-0.0530422234344776	2
DLBC_FF_A7CQ_TP_NB	5	0.0950637173254033	2
DLBCL_RICOVER_1190	5	0.215565820951796	2
DLBCL10883	5	0.0928684466319901	2
DLBCL10901	5	0.113027107274021	2
DLBCL_RICOVER_173	5	-0.0049558796612931	2
DLBCL10902	5	0.013618141876614	2
DLBCL11187	5	-0.0738359419765676	2
DLBCL10893	5	-0.0093423579198058	2
DLBCL_MC_F927_JHS	5	0.0240101736752471	2
DLBCL_RICOVER_773	5	0.102297522440462	2
DLBCL11440	5	-0.0271784823601884	2
DLBCL10854	5	0.083302431199414	2
DLBCL10909	5	0.0040460738186248	2
DLBCL10890	5	0.0125415007764472	2
DLBCL_RICOVER_1106	5	0.0035527104022324	2
DLBCL10857	5	0.0728292745089115	2
DLBCL10847	5	0.0146163596348892	2
DLBCL10881	5	0.175047585949166	2
DLBCL_RICOVER_314	5	0.150276482964406	2
DLBCL10870	5	0.126496715115502	2
DLBCL10535	5	0.135864955512372	2
DLBCL10925	5	0.174054105255864	2
DLBCL11206	5	0.0698652132597599	2
DLBCL_C_D_1144_NULLPAIR	5	0.0657592983187693	2
DLBCL_RICOVER_1204	5	0.0409389827590822	2
DLBCL10530	5	0.0316710299784913	2
DLBCL10963	5	0.0555703826269544	2
DLBCL10852	5	0.115272984840879	2
DLBCL10987	5	0.0509926020961845	2
DLBCL10521	5	-0.0074611766266168	2
DLBCL11595	5	0.0607916072117403	2
DLBCL10899	5	0.170407043150058	2
DLBC_FF_8042_TP_NB	5	0.016735974821359	2
DLBCL10992	5	0.0017081319315444	2
DLBCL10999	5	0.18430422585975	2
DLBCL11242	5	-0.0110777852331664	2
DLBCL10908	5	0.0339419844997571	2
DLBCL10550	5	-0.0300476624764846	2
DLBCL10833	5	0.00745307427223	2
DLBCL_C_D_1120_NULLPAIR	5	0.0001677708931465	2
DLBCL_RICOVER_704	5	0.0351898507099521	2
DLBCL10508	5	-0.0340614476707254	2
DLBCL_LS1583	5	0.115662270448332	2
DLBCL_RICOVER_1237	5	0.101762946907114	2
DLBCL11540	5	-0.0274241783853517	2
DLBCL10504	5	0.0005355837291253	2
DLBCL_RICOVER_1257	5	0.102296000938641	2
DLBCL_MC_F339_JPS2	5	-0.098867821870701	2
DLBCL_LS3808	5	-0.0139322083089373	2
DLBCL11514	5	-0.0812405009248433	2
DLBCL11451	5	0.0408069884471831	2
DLBCL_RICOVER_431	5	0.138942446764471	2
DLBCL10533	5	-0.0365648128088964	2
DLBCL_MC_F089_MLB	5	0.242560541428314	2
DLBCL_RICOVER_543	5	-0.0369307299432099	2
