membership:sample_set_id	sample
shipp_dlbclass_tumor_samples	DLBCL-c_D_1140-Tumor
shipp_dlbclass_tumor_samples	DLBCL-c_D_1125-Tumor
shipp_dlbclass_tumor_samples	DLBCL-c_D_1124-Tumor
shipp_dlbclass_tumor_samples	DLBCL-c_D_1120-Tumor
shipp_dlbclass_tumor_samples	DLBCL-c_D_1105-Tumor
shipp_dlbclass_tumor_samples	DLBCL-c_D_1104-Tumor
shipp_dlbclass_tumor_samples	DFCIDL008-Tumor-SM-1Q69K
shipp_dlbclass_tumor_samples	DLBCL_P04_p_to_r-Dx
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1204-Tumor-SM-4JPG5
shipp_dlbclass_tumor_samples	DLBCL-Ls1304-Tumor
shipp_dlbclass_tumor_samples	DLBCL-MC_F519_ALT-Tumor-SM-ZTBX
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_314-Tumor-SM-4NFSR
shipp_dlbclass_tumor_samples	DLBCL-MC_F927_JHS-Tumor-SM-ZTB3
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1032-Tumor-SM-4MIMJ
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_685-Tumor-SM-4MIL1
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_585-Tumor-SM-4MIKP
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_543-Tumor-SM-4NFTY
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_506-Tumor-SM-4NFTS
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_467-Tumor-SM-4NFTL
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_449-Tumor-SM-4NFTH
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_431-Tumor-SM-4NFTD
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_417-Tumor-SM-4NFTB
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_224-Tumor-SM-4NFSC
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_221-Tumor-SM-4NFSA
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_173-Tumor-SM-4NFRZ
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_150-Tumor-SM-4NFRT
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_134-Tumor-SM-4NFRN
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1329-Tumor-SM-4JPGP
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1299-Tumor-SM-4JPGO
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1293-Tumor-SM-4JPGN
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1289-Tumor-SM-4JPGL
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1287-Tumor-SM-4JPGK
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1278-Tumor-SM-4JPGI
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1257-Tumor-SM-4JPGD
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1248-Tumor-SM-4JPGB
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1237-Tumor-SM-4JPG9
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1219-Tumor-SM-4JPG7
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1192-Tumor-SM-4MIN9
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1106-Tumor-SM-4MIMW
shipp_dlbclass_tumor_samples	DLBCL-RICOVER_1190-Tumor-SM-4MIN8
shipp_dlbclass_tumor_samples	DLBCL-MC_F990_MNA-Tumor-SM-ZTBM
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair2-Tumor-SM-671H2
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair20-Tumor-SM-671HV
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair22-Tumor-SM-671I5
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair23-Tumor-SM-671I9
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair5-Tumor-SM-671H9
shipp_dlbclass_tumor_samples	DLBCL-c_D_pair9-Tumor-SM-671HJ
