	del_frac	amp_frac	muts
DLBCL_RICOVER_1072	0.5208889350826187	0.3619392363689404	218
DLBCL_MC_F139_LJF	0.012839196178286305	0.13387117037352225	374
DLBCL10564	0.1636253352626093	0.10039872215776234	231
DLBCL11564	0.050747366751993775	0.06298756716680957	496
DLBCL10978	0.01181586402296309	0.19044267382345131	450
DLBCL_RICOVER_985	0.006937742567409254	0.08733823757226485	330
DLBCL11433	0.01947289947213503	0.05176415711697732	268
DLBCL_RICOVER_151	0.13117633078578622	0.30947754151590473	136
DLBCL10965	0.007510525329587313	0.05105852577134718	354
DLBCL10491	0.12052774827143094	0.14570836782109572	639
DLBCL_C_D_1109_NULLPAIR	0.00618208044050054	0.05006818343777636	92
DLBCL_RICOVER_950	0.0009930403271135404	0.004914876465509541	173
DLBCL_RICOVER_361	0.0009312846453267298	0.002408788480950154	124
DLBCL_RICOVER_1061	0.0011618558023168365	0.006240984786504193	500
DLBCL_C_D_1146_NULLPAIR	0.13607790802571054	0.25446052864626517	376
DLBCL_RICOVER_336	0.2506118560048257	0.17749279474295818	183
DLBCL_RICOVER_1138	0.00010026043025029335	0.04841521737952288	281
DLBCL10505	0.0018339580276823444	0.07786744368767295	401
DLBCL_C_D_1115_NULLPAIR	0.0460696785589953	0.010457609887081052	132
DLBCL_C_D_1121_NULLPAIR	0.3033058319087049	0.2757478780788413	505
DLBCL10939	0.021073255630401414	0.06767030649448971	299
DLBCL10476	0.017188303416582607	0.19251003979392836	522
DLBCL_C_D_1139_NULLPAIR	0.14477160286413734	0.24109213608234467	201
DLBCL11527	0.019836886275594667	0.0757453422661399	464
DLBCL10497	0.0007036789259924675	0.003076792664831713	205
DLBCL11460	0.1467838977232516	0.038411692236474455	389
DLBCL10868	0.03766628376505062	0.10810571087009556	782
DLBCL11467	0.00029182786306723106	0.002216395029912083	157
DLBCL10919	0.00043971813232664527	0.0042829309745999085	664
DLBCL_RICOVER_617	0.013432843230209853	0.08631102745474593	89
DLBCL_RICOVER_711	0.12217997894000202	0.11022297305319806	164
DLBCL10970	0.05221618782228368	0.03739649741059961	292
DLBCL11005	0.06571328347578899	0.0996499594001524	189
DLBCL_BWH_DLBCL64	0.12249200525635306	0.1513337034793974	172
DLBCL11655	0.028157597457929125	0.10002810571320861	566
DLBCL10552	0.014653839233623189	0.16641244263136643	560
DLBCL10553	0.07581967490258246	0.10593995349597149	475
DLBCL_C_D_1151_NULLPAIR	0.018566187217172386	0.03070862207486444	272
DLBCL_RICOVER_575	0.014544957488917706	0.070588910892038	157
DLBCL_C_D_1159_NULLPAIR	0.011566385436332588	0.07143467873718688	395
DLBCL10932	0.012664269007342068	0.08587702871563825	333
DLBCL10513	0.01706368850256072	0.1217464687988245	179
DLBC_FF_8062_TP_NB	0.01961551255378481	0.0008977844379216736	179
DLBCL_MC_F218_RAP	0.0009222870901724779	0.00403629904973547	109
DLBCL11464	0.05714109623547261	0.2593407469125141	428
DLBCL11536	0.4162231327770198	0.16150453919477792	198
DLBCL_C_D_1132_NULLPAIR	0.030536539428096126	0.0572324139359296	254
DLBCL11678	0.009360141929871241	0.3411505467244668	404
DLBCL_LS2590	0.009156411660076913	0.12143972797479123	186
DLBCL_RICOVER_1045	0.025463326572169348	0.1935895230168271	285
DLBCL_RICOVER_1199	9.525289367375483e-05	0.02032508674238248	63
DLBCL11657	0.052474966280015835	0.07286501418526908	296
DLBCL_RICOVER_1018	0.1636018387789608	0.2319612430557127	210
DLBCL_RICOVER_597	0.04397880237627341	0.19615345384682997	102
DLBCL10782	0.3187116017785565	0.48398496329545665	633
DLBCL10565	0.026523215006579025	0.11880735813959677	484
DFCIDL001_DT	0.046661315220490406	0.048961992193796496	306
DLBCL11437	0.00022877476750926245	0.00015681331784757563	482
DLBCL11576	0.02421322651611679	0.06509806314868667	363
DLBCL11665	0.004046277591130893	0.002796566776175461	392
DLBCL_RICOVER_197	0.009120920942889476	0.019608222403584855	62
DLBCL_MAYO_DLBCL_3653	0.005482075585241766	0.03746588975363305	64
DLBCL_LS1899	0.00523678875372773	0.12931582336929207	362
DLBCL_MAYO_DLBCL_234	0.00010478621713705925	0.05691583875013485	5956
DLBCL10478	0.0005655862999560637	0.001446386204712855	8552
DLBCL10893	0.03285996248589846	0.14904764418626754	322
DLBCL10880	0.01997873263459886	0.08216037740154943	106
DLBCL11004	0.02664355956572603	0.22852620666238693	256
DLBCL11513	0.001001880636044888	0.15282039710856912	510
DLBCL10842	0.04716550678766237	0.1401330591741417	251
DLBCL10887	0.0018873682757900854	0.12235288903656849	222
DLBCL10864	0.018402951613544164	0.15380730170744875	194
DLBCL10977	0.0011547219543828907	0.09879084019040778	109
DLBCL10530	0.12841432486134005	0.11899020851857303	444
DLBCL_RICOVER_417	0.015991370519950695	0.14157862099625979	159
DLBCL10853	3.718475894056706e-05	0.4317156819323071	201
DLBCL_RICOVER_585	0.07862948005573259	0.07932455562765038	294
DLBCL11195	0.062284883466320363	0.09390693770017029	364
DLBC_FF_A7CQ_TP_NB	0.030745440005150084	0.10401308923468802	146
DLBCL10870	0.015176238307855153	0.06401256276037538	262
DLBCL_LS2596	0.12911793225775314	0.07972649311909492	93
DLBCL_C_D_1125_NULLPAIR	0.02932842679092697	0.07932944593443954	193
DLBCL10890	0.08218322888485666	0.10414007670922511	328
DLBCL_RICOVER_1248	0.07274854676718219	0.14354991590826557	252
DLBCL10898	0.03388493845955935	0.1279103222658158	94
DLBCL_RICOVER_449	0.0168574853908685	0.040609253116410844	93
DLBCL10889	0.06951545002202468	0.011010230407364032	187
DLBCL_RICOVER_99	0.01549264417264219	0.09930558673180162	40
DLBCL10881	0.014068219923586086	0.10898912335109412	428
DLBCL10540	0.04286518974234784	0.07156626941125943	290
DLBCL10862	0.08776104224642088	0.15619991889465837	205
DLBCL10471	0.06611091695928831	0.08378664410587956	188
DLBCL11500	0.029316899456159815	0.06749744247528347	879
DLBCL_MC_F519_ALT	0.02356997829532975	0.16488658796058184	186
DLBCL10967	0.031639390129555106	0.1725740506690414	111
DLBCL10930	0.036707743132467545	0.1236144209287871	682
DLBCL11000	0.00916022025337228	0.05549566281480212	207
DLBCL_RICOVER_173	7.339337441681479e-05	0.025560974372037693	43
DLBCL10924	0.04819852979576796	0.1256393508544258	340
DLBCL_RICOVER_1032	0.1048335887128948	0.18020459766515665	141
DLBCL11450	0.09747322348640612	0.22851910335475015	640
DLBCL_LS148	0.020549607088309566	0.05020788071650962	67
DLBCL10535	0.01677542620249431	0.0873962318182392	120
DLBCL10860	0.05673626158797802	0.22571377175841867	244
DLBCL_RICOVER_1106	0.032887086264467916	0.12158285746191619	95
DLBCL10833	0.03637710871668203	0.22126260476318024	437
DLBCL10951	0.03155886392738509	0.09990248411739336	244
DLBCL10781	0.04434920905828114	0.15745698508135397	216
DLBCL11353	0.10970825509090028	0.2081393588900521	361
DLBCL10964	0.12128485099268718	0.18467553543169116	334
DLBCL11440	0.03277312530795279	0.19251097899881295	328
DLBCL10550	0.001946092391081674	0.1600163597423921	296
DLBCL11451	0.0235885380464716	0.1420646854563824	169
DLBCL_RICOVER_1237	0.05357042242912872	0.08745817972683999	87
DLBCL10876	0.05201472891586369	0.17907175241561407	379
DLBCL11514	0.11410566097440097	0.09211156159682093	268
DLBCL11581	0.0032722714950710607	0.19149430817805496	370
DLBCL_RICOVER_850	0.18399643686207523	0.2562116978433519	195
DLBCL_RICOVER_1219	0.02453018437496741	0.09474276311243007	132
DLBCL10852	0.0001960820174925004	0.10608846097756726	231
DLBCL_RICOVER_1293	0.03426925020749473	0.05144635261873268	363
DLBCL_C_D_1104_NULLPAIR	0.06518473641783798	0.0603334739173297	92
DLBCL10916	0.10857148133492824	0.11293357017519408	445
DLBCL10499	0.021102676418438774	0.2943505279183346	413
DLBCL10508	0.15538672755236335	0.04832165146642226	299
DFCIDL008_DT	0.024827415234326907	0.011782110504684112	193
DLBCL10854	0.046988338073781895	0.05501965776887326	235
DLBCL10857	0.017315005657150342	0.01811230038470421	262
DLBCL10467	0.06933307944897714	0.0666715794449064	198
DLBCL_RICOVER_134	0.21229616189180653	0.21312381419565277	116
DLBCL_LS2208	0.003809234416001121	0.11917071173280519	33
DLBCL_RICOVER_704	0.022402656319126836	0.06120024129346914	47
DLBCL10938	0.46682395447578723	0.29459642990640106	391
DLBCL_LS4085	0.034604139009232905	0.15202881398713272	78
DLBCL10534	0.022649219256574756	0.18206046040413684	242
DLBCL_LS1583	0.04388461346926774	0.12070014720880842	70
DLBCL_RICOVER_543	0.05278903660730141	0.07065870533275827	58
DLBCL10909	0.08346833434794405	0.037898867623091616	217
DLBCL_RICOVER_685	0.053697244588045374	0.05324891298636346	103
DLBCL10990	0.0051696476849295205	0.10837518560089138	491
DLBCL10900	0.02804415969481988	0.07162785563429981	404
DLBCL10943	0.03722442290019723	0.11046765397865739	287
DLBCL10987	0.12202775244189565	0.15623003675459604	508
DLBCL11242	0.08602905278796849	0.16284903224973044	349
DLBCL10901	0.06612423012025566	0.078956901267465	407
DLBCL_RICOVER_431	0.039201146618457985	0.18120568764977985	222
DLBCL_C_D_1163_NULLPAIR	0.038649348459190894	0.06177956391073851	333
DLBCL_C_D_1140_NULLPAIR	0.00021837755667282384	0.0006453419109433997	18
DLBCL11476	0.07151819734687213	0.17680150481281282	366
DLBCL_C_D_1166_NULLPAIR	0.025711987430788237	0.14346971671708103	179
DLBCL10883	0.06554775898193835	0.03080456552657116	265
DLBCL11595	0.025453071919418653	0.1353794886197064	252
DLBCL11187	0.04406225800889142	0.12374749388583288	592
DLBCL_MC_F089_MLB	0.011713893210296183	0.07938683381162055	103
DLBCL10847	0.05402298389476058	0.16205731225798442	296
DLBCL_RICOVER_712	0.032818314808273026	0.2527352049895231	57
DLBCL10457	0.0178825490878023	0.13549118915205854	133
DLBCL10963	0.00812589552892181	0.35151680125678547	238
DLBC_FF_A7CX_TP_NB	0.06385946271564179	0.03322915229605607	147
DLBCL10992	0.033326945577266315	0.08676069453526088	358
DLBCL10463	0.05729053335237389	0.16182954484657947	540
DLBCL10533	0.3116193529403295	0.10248357088786832	164
DLBCL10848	5.134792701376296e-05	0.0006376856164459664	353
DLBCL_MC_F339_JPS2	0.020935674357967487	0.18604739155154726	81
DLBCL_RICOVER_1257	0.05815787489425644	0.1002985400443869	174
DLBCL_C_D_1144_NULLPAIR	0.0037246936838564457	0.028903474070604472	68
DLBC_FF_A7CW_TP_NB	0.04010314106232643	0.22685749698346952	58
DLBCL10836	0.04950566458213351	0.03654279636002155	199
DLBCL11001	0.010084590077622347	0.14726056234938292	122
DLBCL10902	0.059792567080225976	0.09665409057437528	772
DLBCL10835	0.3606940249476065	0.19773844482501865	383
DLBCL_RICOVER_956	0.012116834433974938	0.2130755885078799	95
DLBC_FF_8042_TP_NB	0.5679735948642841	0.25888598217969766	286
DLBCL_RICOVER_120	0.12985732778379497	0.2688526018396287	240
DLBCL10532	0.03060476726844626	0.03384669471778066	349
DLBCL10961	0.2544465700310162	0.2453225149199919	454
DLBCL10904	0.0031062466756798406	0.14776788305241592	209
DLBCL10888	0.019172664741161298	0.008610448553886804	271
DLBCL10521	0.037930692730957144	0.19177907546521689	152
DLBCL_RICOVER_1192	0.050321241959891454	0.12179650845291085	143
DLBCL11510	0.026023950361835687	0.0019778341881605435	223
DLBCL_RICOVER_1190	0.03961898441880286	0.17348483099535358	61
DLBC_FF_A7CR_TP_NB	0.0401820712402977	0.04857845119974898	207
DLBCL10925	0.050072470904155744	0.0911565649803406	346
DLBCL10504	9.834931261212411e-05	0.14659109747778848	323
DLBCL10485	0.22702315804895606	0.1383169890134686	307
DLBCL11431	0.0012216359070936547	0.012127874806507934	58
DLBCL_RICOVER_221	0.05883204497069704	0.21361578037728243	99
DLBCL_LS3200	0.0631754074389166	0.1670547046803036	69
DLBCL10999	0.04549473354217661	0.028510407254176036	595
DLBCL_C_D_1120_NULLPAIR	0.06959051301595907	0.02721582516543536	187
DLBCL_C_D_1124_NULLPAIR	0.016626575120419082	0.14579235441696126	125
DLBCL_LS3808	0.03387164721306033	0.004177366590005214	115
DLBCL10984	0.39389445889548425	0.16291180102729189	154
DLBCL10866	0.05712854707453148	0.14432725327880214	583
DLBCL10899	0.3421070003690128	0.10151861992025236	361
DLBCL10566	0.06368845194045054	0.053491406734834414	186
DLBCL11495	6.800266615391643e-05	0.0057096672422859715	239
DLBCL10454	0.04515088111183146	0.024693930576561853	138
DLBCL_RICOVER_1299	0.026505370241044646	0.14481225348501403	170
DLBCL10891	0.03313954718840633	0.0733352348608747	225
DLBCL_RICOVER_1289	0.03471817716753755	0.0575056948040236	221
DLBCL_RICOVER_1278	0.004723218074620143	0.0966984753207492	332
DLBCL10516	4.8222195054799596e-05	0.1069953531140772	134
DLBCL10895	0.034284183149156267	0.1833048011927487	159
DLBCL_RICOVER_1287	0.0023523951496353763	0.045412772362652884	36
DLBCL10865	0.009245950579233006	0.09725717933850193	159
DLBCL10980	0.056071743522366255	0.27217169574220973	277
DLBCL_RICOVER_224	0.009898945145449424	0.21237166058807214	56
DLBCL_RICOVER_1081	0.060243925304381336	0.05029806227423939	147
DLBCL_RICOVER_314	0.017592511768022106	0.22319462792137323	64
DLBCL_C_D_1145_NULLPAIR	0.013541599849495479	0.06299748835641977	288
DLBCL11194	0.07084918980005235	0.1008458363826561	569
DLBCL_RICOVER_506	0.2469838385640109	0.30283406667246265	81
DLBCL10921	0.04665249646809865	0.13530741097049526	247
DFCIDL004_DT	0.0018268481635505015	0.0001036279065416855	117
DLBCL_RICOVER_111	0.0010425966980347678	0.12822256029821286	166
DLBCL_MC_F927_JHS	0.0002131292964410574	0.022190979248693097	21
DLBCL10858	0.018568383145327754	0.00013142806279904347	403
DLBCL10837	0.04201308523390513	0.07383037375705644	1445
DLBCL10948	0.1279042757171329	0.11636432065280744	104
DLBCL10867	0.19584803136287926	0.1251886841012083	374
DLBCL_RICOVER_1204	0.04410666498851194	0.23594515435863395	177
DLBCL_LS4619	0.05765430420997555	0.11660534114738637	165
DLBCL10529	0.07054939024859411	0.2568875321231256	240
DLBCL11206	0.09824892386192607	0.1280532251843431	220
DLBCL_C_D_PAIR13	0.0002749595008047038	0.021030898614808842	83
DLBCL10838	0.032220840317902004	0.2731370368376673	79
DLBCL10908	0.025594215590216983	0.0019146353434111535	37
DLBCL_C_D_1162_NULLPAIR	0.041182594692404165	0.07455676333849517	329
DLBCL10915	0.013913654037350478	0.18196774489812717	136
DLBCL11504	0.001318499808737174	0.1880463792082554	198
DLBCL11540	0.0006098649742892542	0.273396638551958	173
DLBCL_RICOVER_773	0.032850304482424715	0.17519136891579012	88
DLBCL_C_D_PAIR20	0.029745481628378114	0.227242634795533	306
DLBCL_RICOVER_1329	0.05986203879911473	0.18310191263760872	90
DLBCL10863	0.04992620046666686	0.18532908710045237	897
DLBCL11182	0.021778496403160416	0.16549887412556502	418
DLBCL10878	0.0011251973537258315	0.06467703783969422	186
DLBCL10973	0.027665228974619992	0.0775388269376385	194
DLBCL_C_D_1142_NULLPAIR	0.05738426188621359	0.09343867289500059	136
DLBCL11471	0.004246105946476017	0.024741802503641663	432
DLBCL_RICOVER_720	0.2566377951842311	0.28552044779315605	94
DLBCL11538	0.0008358061165846237	0.0031596252838076355	229
DLBCL11447	0.013228324801056153	0.11872082482755059	381
DLBCL11491	0.04466029110869203	0.14808790601479632	380
DLBCL10486	0.01273791599080991	0.1732618504878359	123
DLBCL11448	0.0014227848642074609	0.10982926787129235	151
DLBCL_RICOVER_105	0.04275771680902812	0.13223361254096724	33
