PercentTrain	trainingloss	validationloss
0.222	0.0710576333610097	0.06443406075348251
0.226	0.0339535852172359	0.0437058653726519
0.227	0.05694407170725826	0.05442491426520633
0.229	0.03757254737185223	0.03814246560389755
0.231	0.08177727180162488	0.0717159146444794
0.233	0.04148650657915341	0.042206172377231836
0.235	0.0680803937675216	0.06143744652094207
0.238	0.05501835692375052	0.05235244257719722
0.24	0.0426319456903635	0.0453782981094404
0.241	0.038627199761995724	0.0389350416796357
0.242	0.0474510278555416	0.0468202594055181
0.25	0.06634698604332576	0.06092050791238765
0.257	0.03311814362551058	0.03625255826098193
0.258	0.0296351696176434	0.0475202788428932
0.259	0.04194989564046351	0.039697100354887105
0.261	0.046750521435558204	0.04719367067092032
0.263	0.0547431448578248	0.05048436074606583
0.267	0.06429180356659339	0.05861082896579296
0.269	0.03901580368182415	0.04335445951752208
0.273	0.060878204243686396	0.056959397753796
0.276	0.03402985595256518	0.0361192506845638
0.278	0.05256611865030325	0.051490099678080284
0.28	0.03671195381438803	0.03936719400632915
0.281	0.03133292951739082	0.03250069097790922
0.286	0.05573631585740147	0.05359506969888862
0.29	0.0266396642645613	0.0450148926481503
0.292	0.04192780824454545	0.042647094743884464
0.294	0.05465866577462729	0.051285131116601136
0.296	0.036095966714144403	0.03895331501159998
0.3	0.05653236211781931	0.05302953727820079
0.303	0.0378264564035238	0.0430317567577501
0.304	0.040136903850673776	0.04201457260189907
0.308	0.06281544230853377	0.05649192440107745
0.31	0.030830200814354	0.03456038302337635
0.312	0.05141933777977006	0.050131836659523164
0.314	0.027342298070595975	0.032483706818049254
0.316	0.04545610956370445	0.04441024996848931
0.318	0.04021743041722567	0.0419968876796685
0.32	0.03251053565844043	0.03913713445988247
0.321	0.03275430191017425	0.039122122693192395
0.323	0.0236278333421955	0.0424985607980062
0.333	0.04940455511454115	0.047777639624523346
0.343	0.026326263389028375	0.03221180482881837
0.344	0.026135614629501397	0.02927003425502984
0.345	0.02812161381300295	0.035555135583972226
0.346	0.028363405650296457	0.0357181005165798
0.348	0.03485193068849344	0.03861054138775736
0.35	0.04080520385840392	0.04118452897859599
0.353	0.045397131311258145	0.04432563409596194
0.355	0.0246577985519567	0.0332575932754463
0.357	0.05245849159784818	0.049978133327385835
0.36	0.02957801554247978	0.03633217058432773
0.364	0.04622404251276405	0.046183958712510034
0.367	0.027967992677645236	0.03593080983112294
0.368	0.0389611497267298	0.03986401522491347
0.37	0.0292526558412604	0.03290477451486767
0.371	0.025294405391265973	0.0317011875842319
0.375	0.04221553587530525	0.043499663504662556
0.379	0.025978680328627823	0.0331731957715886
0.381	0.03362044150248634	0.037352735138886387
0.385	0.049504000686981485	0.04649749044201841
0.387	0.0212633469506513	0.0339942193765252
0.389	0.037344403335757136	0.04003980688396948
0.391	0.031145108166412548	0.03562888737995975
0.393	0.028153337773143185	0.032247972719241215
0.394	0.0323742585791147	0.032112610614481
0.4	0.04148543134509282	0.04134159952661837
0.406	0.02217509676540802	0.02909191434131616
0.407	0.026618362399459704	0.03202132199425375
0.409	0.031212837374984658	0.03593293059599939
0.412	0.038419531395717875	0.03942024544551917
0.414	0.02448607261590435	0.030247042241892577
0.417	0.04354864476625976	0.042506787554151514
0.419	0.0210598610097381	0.0350353522509386
0.421	0.03370571300677742	0.03638400474234816
0.423	0.02374754969934964	0.033293788136224065
0.424	0.0295054873094737	0.0362552132799399
0.429	0.03771527011261368	0.039394984221706314
0.433	0.0250441041012363	0.03298942356313752
0.435	0.02821861005257333	0.03382746215305612
0.438	0.035970370389748076	0.03862659114590179
0.44	0.02577857235003206	0.03215846747332143
0.444	0.03709546245556804	0.0396124683682902
0.448	0.02360551574851645	0.029349004334968298
0.45	0.031201096510978802	0.03432987562277946
0.452	0.0195248403593673	0.032309235873588
0.455	0.03686617530032734	0.03927118720642501
0.457	0.021946397782603978	0.028016999396231326
0.458	0.026702689290087428	0.03415173011078644
0.462	0.04021484496703448	0.03988115427975441
0.464	0.025188323226666667	0.02885307410871572
0.467	0.03596745232876202	0.03771718663122263
0.469	0.02009772301079186	0.02773672264312632
0.471	0.03315736039552836	0.036159214096364266
0.474	0.02970967098096597	0.033964222060439864
0.476	0.027039218068549704	0.033083508061232
0.478	0.025820060450492743	0.03242594546246179
0.48	0.023942763439777057	0.031863284428779046
0.481	0.024645338445720085	0.030032084094655496
0.483	0.0219730070901561	0.02950708009902385
0.484	0.0186423048392815	0.0329146668097834
0.485	0.0266282434261732	0.0267353059492191
0.486	0.021335182875974402	0.027256542729725202
0.5	0.0327602591529542	0.03631952021562262
0.514	0.0207145949914231	0.028478275051105503
0.515	0.0252587675508535	0.0271166146408791
0.516	0.0173280117480549	0.0430093980095399
0.517	0.02105921949318305	0.030314883505599077
0.519	0.023678805649047185	0.029027575703967717
0.52	0.02260806832493331	0.031442915897616844
0.522	0.024423746096402136	0.03213280883352483
0.524	0.025020621399406143	0.031203166377284115
0.526	0.026970774486254588	0.03240680716243136
0.529	0.02957903882626779	0.03369484797279807
0.531	0.01886637029185686	0.027378854826999876
0.533	0.030922951694088922	0.033958914172777965
0.536	0.022860062940608716	0.026558794327042282
0.538	0.03337714970606845	0.03525224420117709
0.542	0.02348714201313098	0.0331525673950923
0.543	0.020214940571679225	0.02710781810936425
0.545	0.030728305419318497	0.035310752309031794
0.548	0.0179337183340263	0.032306356357121
0.55	0.025419041111325792	0.030888782480740992
0.552	0.020373481811997975	0.0277458581863889
0.556	0.029516877058246814	0.03434029538270437
0.56	0.021143714163876802	0.031245044684696556
0.562	0.02758282324127045	0.03330500535590277
0.565	0.022913706781442965	0.03067381241326562
0.567	0.02171776563716946	0.0292699814770556
0.571	0.02814841335532188	0.03228962833838785
0.576	0.0244650029874306	0.0238447381602495
0.577	0.019351339638968703	0.03103078076280837
0.579	0.02461618563879824	0.03022395097326583
0.581	0.0156336299750901	0.0338452145543006
0.583	0.0300692850962668	0.03336398315485349
0.586	0.019640531104572048	0.029644772492788025
0.588	0.02678210573613423	0.032228915049809966
0.591	0.02260333977758059	0.030643184447333507
0.593	0.021428324491981916	0.026701797287758715
0.594	0.01821098039854272	0.02470794839851096
0.6	0.027638593770710203	0.03262045470192577
0.606	0.0231980311194836	0.0239892162677311
0.607	0.021094358317983702	0.0255770040458374
0.609	0.0218442898044691	0.02895524191167616
0.611	0.024201807761496708	0.03256900268820964
0.613	0.0174807323168608	0.0327696353189231
0.615	0.029010657859927798	0.033073495133969545
0.619	0.022167593159977263	0.029928554844812816
0.621	0.01899715096720255	0.027554390878084374
0.625	0.025395041114704968	0.032585122531415
0.629	0.017928046766458074	0.0266048522727188
0.63	0.020595331326752436	0.026818201436751846
0.632	0.023249464059705044	0.030458491365207997
0.633	0.019990375225480382	0.027631712135300822
0.636	0.026594141594143295	0.033345820603832906
0.64	0.019930054638157557	0.02986693473316123
0.643	0.02787934003147855	0.03214576572987063
0.645	0.0153536067817036	0.0307268858256672
0.647	0.02474994247058511	0.031172937920638383
0.65	0.022771202031434366	0.028879095067590975
0.652	0.021072310576612248	0.029745283007119865
0.654	0.017771342150700944	0.029362246797397105
0.655	0.0181974292715964	0.027304358865384876
0.656	0.0169181288426522	0.025492518847186264
0.657	0.018660498158227228	0.0258359082185019
0.667	0.024786404571963766	0.030497685620473156
0.677	0.0163432047757563	0.031021309607486
0.679	0.019511775332133417	0.026222856700835132
0.68	0.019615801625465886	0.02874704383899211
0.682	0.020640800207763408	0.029853429797900375
0.684	0.022089851103540538	0.02924629852546978
0.686	0.01818336306117545	0.02461782146853795
0.688	0.023259693607546213	0.0301280057009336
0.69	0.017965669084714576	0.0298499821840671
0.692	0.026046951759899798	0.03012855012581866
0.696	0.02017213960984494	0.0292335306544037
0.697	0.0237543902941979	0.0243230861980575
0.7	0.025077936967985142	0.03050682699708244
0.704	0.019456368307178683	0.026626889686279836
0.706	0.023251310615353557	0.029735270039210376
0.708	0.019601142707206087	0.02964167840229227
0.71	0.0169333472161711	0.0368292174030143
0.714	0.023150437737140525	0.029598177482983483
0.719	0.01622874238763882	0.02468381977497454
0.72	0.01873005991613797	0.02971609561837757
0.722	0.02132517865667006	0.030667718530001217
0.724	0.0172120342088182	0.027991846545806748
0.727	0.02361158671540435	0.030675628555083528
0.731	0.01702324914963957	0.0294556189752441
0.733	0.023619580902457752	0.029192771264280958
0.737	0.0210376223863358	0.02803578030553732
0.739	0.01930609929501802	0.028640420274425628
0.741	0.019814671013409516	0.027400247208138582
0.742	0.0146195595760773	0.0299531417350318
0.743	0.01743136918952135	0.026424086282146625
0.75	0.022665260639614198	0.029062897500539888
0.758	0.020739083859619	0.0247560900083831
0.759	0.017156372349573828	0.029456362095941976
0.76	0.0181429700801738	0.026641082408748358
0.762	0.019545998680131082	0.027619737198998826
0.765	0.02207438805471753	0.029901062579407174
0.767	0.01732703257902874	0.026949461629188924
0.769	0.023815583120174746	0.028819169771463392
0.771	0.01719046761500135	0.024540779440825475
0.773	0.019341328509506733	0.029451994098441667
0.774	0.0150089723983102	0.0360359081838265
0.778	0.022190895962733184	0.029933896239058767
0.781	0.016333721781969616	0.025185682885962325
0.783	0.018864318424043507	0.028672321250852638
0.786	0.023456392733510047	0.029192773892773343
0.788	0.019521019633182	0.0218238493496854
0.789	0.020474256468087683	0.028361707757367873
0.792	0.01823263222418017	0.029356642987067916
0.793	0.0175198453568906	0.02587119025666065
0.8	0.021856578756971976	0.02841943806943771
0.806	0.0162015329161168	0.031982498527279
0.808	0.016604404337857256	0.02753264644899984
0.81	0.019099014940204734	0.02881437658551321
0.812	0.020488577546196637	0.028997773246098858
0.815	0.018200160797127718	0.0233285676542174
0.818	0.021535002828836372	0.02992850878753255
0.821	0.018142630599966517	0.023706639348066032
0.824	0.020975685959706114	0.028732916569534053
0.826	0.018286294262302816	0.0284835995083978
0.828	0.01672093135915565	0.027458181135165124
0.829	0.016538737990046348	0.0252563840642635
0.833	0.020767319469597652	0.029109015142014565
0.839	0.0142046118299381	0.0298090756979355
0.84	0.017286796091857785	0.02774746256668201
0.842	0.019699975289949934	0.027158302723193667
0.844	0.015817921056675822	0.024772239371852016
0.846	0.02242875529318344	0.028635095366444808
0.848	0.0188237155645765	0.0211248329579977
0.85	0.019140811068766316	0.027513801456014227
0.852	0.017654257606936966	0.024821613248126966
0.857	0.02048134829251518	0.028616075277054186
0.862	0.01669402040817663	0.025772626594541152
0.864	0.01829209826570531	0.028646831141321525
0.867	0.021254771727800135	0.02732167023769995
0.87	0.017702350270662855	0.027381698358465045
0.871	0.0152697296592398	0.0350754141857635
0.875	0.01994109380925015	0.028886361850843596
0.879	0.0196543633345837	0.0217192509877054
0.88	0.017252384233615515	0.028195304483799945
0.882	0.020188677157854166	0.028695508837698124
0.885	0.015696477604861873	0.027760870265946685
0.886	0.015895437753597974	0.023597262691944176
0.889	0.020350745331669626	0.028993003730615363
0.893	0.01723408253241993	0.022610757091692982
0.895	0.018920966369231258	0.027338368039913765
0.897	0.0162580904424569	0.0273792665263114
0.9	0.020611841008701177	0.029014075471853692
0.903	0.0144118098892135	0.0310011004309614
0.905	0.01805995631185361	0.027806985768179995
0.906	0.014893076952002562	0.0258155492142782
0.909	0.019989771167336096	0.029932987531390086
0.913	0.017252581003877686	0.02730043937550719
0.914	0.01572276482642295	0.02345568274593145
0.917	0.020849075182652183	0.02903792498557382
0.92	0.017208755316154387	0.02676761085994799
0.923	0.020987060612971037	0.02797859944785109
0.926	0.017274457566352864	0.026548235079701967
0.929	0.020807058880055056	0.02831553680306271
0.931	0.015749039632279777	0.0265964433855605
0.933	0.020100410383472357	0.028066177516594553
0.935	0.0141447576598923	0.0309993386194414
0.938	0.019041333637935892	0.028701837738554423
0.939	0.0184475088996722	0.0211460210607378
0.941	0.019697720561559672	0.027347029726242752
0.943	0.015315914273809975	0.02442738538444275
0.944	0.018265818597704223	0.028934991410865495
0.947	0.018664503300957504	0.0278896638739033
0.95	0.018194027534981845	0.02765579245650315
0.952	0.01755433673133485	0.02771404449798733
0.955	0.01727366315607122	0.028361546042765598
0.957	0.017192924360573424	0.027065465477852203
0.958	0.01648168865553316	0.028187085348296385
0.96	0.0162700262163184	0.025913285238768485
0.962	0.015458256796457515	0.029704983761998743
0.963	0.01690267601681573	0.025295226376503832
0.964	0.01630765203013502	0.022988404312630984
0.966	0.01598252444448635	0.026087523520923323
0.967	0.015365427702881181	0.02543771818938592
0.968	0.0133165126974171	0.0330175886158506
0.969	0.01476112342714812	0.02425194023283738
0.97	0.0183002165085781	0.0234776088276506
0.971	0.0151600319415695	0.022722285021175924
1.0	0.019051044826714696	0.02487617759081122
