pair_id	case_sample	control_sample	ploidy_absolute_reviewed
DLBCL11455	277d57ff-c6fd-4311-866b-9ff28088d5e2	277d57ff-c6fd-4311-866b-9ff28088d5e2	
DLBCL11456	8a33d45e-0405-45a3-a072-e66f309b2b9d	8a33d45e-0405-45a3-a072-e66f309b2b9d	
DLBCL11457	556edad7-139a-42cf-9d84-3eade044d1c0	556edad7-139a-42cf-9d84-3eade044d1c0	
DLBCL11458	c76db14a-37f4-4fca-8604-95d5f7ef9b5f	c76db14a-37f4-4fca-8604-95d5f7ef9b5f	
DLBCL11459	63440509-6ba0-412c-939c-5a8e230c0ff3	63440509-6ba0-412c-939c-5a8e230c0ff3	
DLBCL11460	8b84d0e9-68e1-4d6e-822d-2190b0f8e42b	8b84d0e9-68e1-4d6e-822d-2190b0f8e42b	
DLBCL11461	e6ac3e10-a994-47aa-9c90-79753694147f	e6ac3e10-a994-47aa-9c90-79753694147f	
DLBCL11462	8f1c7633-b8da-4fe7-b14a-06a1f1c004fb	8f1c7633-b8da-4fe7-b14a-06a1f1c004fb	
DLBCL11463	0cbebd1b-c98f-4e80-b39c-954bc743d21e	0cbebd1b-c98f-4e80-b39c-954bc743d21e	
DLBCL11464	c38f0797-a4ee-4198-a7d9-9e85b2dd866b	c38f0797-a4ee-4198-a7d9-9e85b2dd866b	
DLBCL11466	ff4e7c07-2279-44f2-8e5d-52c36089858a	ff4e7c07-2279-44f2-8e5d-52c36089858a	
DLBCL11467	c946c229-edb7-40b5-9d8a-5e79690c2113	c946c229-edb7-40b5-9d8a-5e79690c2113	
DLBCL11468	878ef203-feb5-4ee2-b1c9-23721ade07d9	878ef203-feb5-4ee2-b1c9-23721ade07d9	
DLBCL11469	f8d05991-df6c-4b13-bd7d-23d24a35582a	f8d05991-df6c-4b13-bd7d-23d24a35582a	
DLBCL11470	a68f3a30-6d3a-4854-b07f-b165a8e1c1bb	a68f3a30-6d3a-4854-b07f-b165a8e1c1bb	
DLBCL11471	23b361f4-6401-48f1-850d-b950a268edee	23b361f4-6401-48f1-850d-b950a268edee	
DLBCL11472	8796c815-548b-4c95-bd9c-41338e7dbe9e	8796c815-548b-4c95-bd9c-41338e7dbe9e	
DLBCL11473	0220fd29-3046-4af4-bc79-1e4cdcab9b30	0220fd29-3046-4af4-bc79-1e4cdcab9b30	
DLBCL11474	95c5dcd3-6a83-4bc6-9b34-234d42ac03df	95c5dcd3-6a83-4bc6-9b34-234d42ac03df	
DLBCL11475	96ce5a41-0c15-4eb8-80d2-17d9349f562c	96ce5a41-0c15-4eb8-80d2-17d9349f562c	
DLBCL11476	38244297-e94a-4243-ae69-2445dfdbd687	38244297-e94a-4243-ae69-2445dfdbd687	
DLBCL11477	b22466fa-d803-434e-b582-179ec6f043a1	b22466fa-d803-434e-b582-179ec6f043a1	
DLBCL11478	0afc59d6-c841-4765-9330-5d4c77bd0126	0afc59d6-c841-4765-9330-5d4c77bd0126	
DLBCL11479	87661f2c-6b0e-4c7b-b2f2-66c063df4905	87661f2c-6b0e-4c7b-b2f2-66c063df4905	
DLBCL11480	da7b8efc-c529-4b0c-95fb-44c9601d6877	da7b8efc-c529-4b0c-95fb-44c9601d6877	
DLBCL11481	d8aba97d-38f2-4ebc-940c-678df34928ba	d8aba97d-38f2-4ebc-940c-678df34928ba	
DLBCL11482	084275fd-8ce2-443f-9f23-cefe02b91a04	084275fd-8ce2-443f-9f23-cefe02b91a04	
DLBCL11483	8523b02d-dbde-4d2a-811a-1135d019cbfc	8523b02d-dbde-4d2a-811a-1135d019cbfc	
DLBCL11484	96ff710d-d962-4826-8b63-9044f6ee7863	96ff710d-d962-4826-8b63-9044f6ee7863	
DLBCL11485	7cf09fc8-c859-4ac4-9df8-6685d0f5e2eb	7cf09fc8-c859-4ac4-9df8-6685d0f5e2eb	
DLBCL11486	fd738af8-1deb-4ab6-b8f5-c0dd5d1ebac5	fd738af8-1deb-4ab6-b8f5-c0dd5d1ebac5	
DLBCL11488	970629fa-8655-4e8d-a0ad-4b700950d489	970629fa-8655-4e8d-a0ad-4b700950d489	
DLBCL11491	c17636aa-b7c8-4cc0-9743-737ff35970d6	c17636aa-b7c8-4cc0-9743-737ff35970d6	
DLBCL11493	06c2be15-3746-445b-9b5e-8d43bf36896c	06c2be15-3746-445b-9b5e-8d43bf36896c	
DLBCL11495	98bd42f1-50cb-479d-99a8-37e19657f101	98bd42f1-50cb-479d-99a8-37e19657f101	
DLBCL11496	0a9b1905-d484-45df-8bfa-7adeb5b5fd21	0a9b1905-d484-45df-8bfa-7adeb5b5fd21	
DLBCL11498	67725aba-c4a3-4379-bab5-82ed6c8e368b	67725aba-c4a3-4379-bab5-82ed6c8e368b	
DLBCL11500	f6d7e95a-a375-4bfe-8fad-aa4694c9882e	f6d7e95a-a375-4bfe-8fad-aa4694c9882e	
DLBCL11501	c466413f-6909-4926-8db9-97cfbc3838e1	c466413f-6909-4926-8db9-97cfbc3838e1	
DLBCL11503	19ca70fa-5f97-437b-a352-7ed694cc5352	19ca70fa-5f97-437b-a352-7ed694cc5352	
DLBCL11504	66b08709-3944-432e-8daa-3c7dad2a7b4b	66b08709-3944-432e-8daa-3c7dad2a7b4b	
DLBCL11506	0f9cf881-1cf0-4e25-ad8d-20f2288aa45e	0f9cf881-1cf0-4e25-ad8d-20f2288aa45e	
DLBCL11507	92155bb1-3bac-4a4c-9848-be143b2e0700	92155bb1-3bac-4a4c-9848-be143b2e0700	
DLBCL11508	3a7d439b-7e99-438d-9e6e-f67f916f1b0c	3a7d439b-7e99-438d-9e6e-f67f916f1b0c	
DLBCL11509	9d9049f9-204c-4f96-9af4-a54e68dfc5ec	9d9049f9-204c-4f96-9af4-a54e68dfc5ec	
DLBCL11510	7959afdd-8b2a-40f6-85a4-21e2d44f4e11	7959afdd-8b2a-40f6-85a4-21e2d44f4e11	
DLBCL11511	a6e37fc7-6915-4cf3-8886-8b6db2ed82b4	a6e37fc7-6915-4cf3-8886-8b6db2ed82b4	
DLBCL11512	0d6f7ed0-f9c3-41c2-81b4-f86571245405	0d6f7ed0-f9c3-41c2-81b4-f86571245405	
DLBCL11513	168b5b56-7151-4043-bce3-0f26ddd8de1a	168b5b56-7151-4043-bce3-0f26ddd8de1a	
DLBCL11514	ea401489-fbee-4d37-aefd-1f6c27d8bb79	ea401489-fbee-4d37-aefd-1f6c27d8bb79	
DLBCL11515	c8a37d28-4934-4c57-a9f7-c4049118a22f	c8a37d28-4934-4c57-a9f7-c4049118a22f	
DLBCL11516	f2dba769-bc60-4c2b-8e7f-8790858c564f	f2dba769-bc60-4c2b-8e7f-8790858c564f	
DLBCL11518	cd2b4608-2ece-4b37-9afa-f8d8bf0eb991	cd2b4608-2ece-4b37-9afa-f8d8bf0eb991	
DLBCL11519	72f51808-ee5b-4af6-97a1-ed9cdddad8d7	72f51808-ee5b-4af6-97a1-ed9cdddad8d7	
DLBCL11520	554b85f2-21ea-493a-bb85-8eca447835d1	554b85f2-21ea-493a-bb85-8eca447835d1	
DLBCL11523	436735db-6b6f-4170-aae5-26e4d3be9509	436735db-6b6f-4170-aae5-26e4d3be9509	
DLBCL11525	ea76b68d-6557-44f5-ae28-2e90a5c7bbbb	ea76b68d-6557-44f5-ae28-2e90a5c7bbbb	
DLBCL11526	681ebc73-6aae-481e-9aea-17fa181ed567	681ebc73-6aae-481e-9aea-17fa181ed567	
DLBCL11527	5fc265ac-c5a4-44a6-b2eb-550a54329da4	5fc265ac-c5a4-44a6-b2eb-550a54329da4	
DLBCL11528	0744e697-320c-415e-a9a5-f57f3d92c1f7	0744e697-320c-415e-a9a5-f57f3d92c1f7	
DLBCL11530	8d8d4219-4926-44b8-bb51-5161becc7be1	8d8d4219-4926-44b8-bb51-5161becc7be1	
DLBCL11531	14c558d5-d4ee-4fac-aabf-70d6d5ac7769	14c558d5-d4ee-4fac-aabf-70d6d5ac7769	
DLBCL11532	81549871-1773-4308-8341-b40c7f92360a	81549871-1773-4308-8341-b40c7f92360a	
DLBCL11533	6fb786ee-20fc-4695-bc77-7b487f14975d	6fb786ee-20fc-4695-bc77-7b487f14975d	
DLBCL11534	0dc344df-0250-48e1-bcd9-5a0954aa6ed8	0dc344df-0250-48e1-bcd9-5a0954aa6ed8	
DLBCL11535	85bc01c7-5ff5-4d5b-99ea-71471877f69c	85bc01c7-5ff5-4d5b-99ea-71471877f69c	
DLBCL11536	d0d28851-d5d7-466e-9d9a-6c0004339bde	d0d28851-d5d7-466e-9d9a-6c0004339bde	
DLBCL11537	e463a974-eb18-4353-8cea-de32ee15e5da	e463a974-eb18-4353-8cea-de32ee15e5da	
DLBCL11538	5775854e-cf3c-49d4-9b9c-a50112313717	5775854e-cf3c-49d4-9b9c-a50112313717	
DLBCL11539	014989ad-3d20-4dd4-bf83-9e34fb1c82f5	014989ad-3d20-4dd4-bf83-9e34fb1c82f5	
DLBCL11540	abf6aba7-7fcc-4198-8925-4cd7c9be412b	abf6aba7-7fcc-4198-8925-4cd7c9be412b	
DLBCL11541	5542d129-053a-4a97-acb6-7413ad09d443	5542d129-053a-4a97-acb6-7413ad09d443	
DLBCL11542	4d6216db-ea68-4ebc-8582-97cb395eaa87	4d6216db-ea68-4ebc-8582-97cb395eaa87	
DLBCL11558	9c33e25d-ae64-464f-9c6a-033c6aa722d2	9c33e25d-ae64-464f-9c6a-033c6aa722d2	
DLBCL11559	f5df1576-ce4d-43f9-9282-66fcce49f5d0	f5df1576-ce4d-43f9-9282-66fcce49f5d0	
DLBCL11560	067c91bc-e3fe-40f2-89e7-25569b3c9820	067c91bc-e3fe-40f2-89e7-25569b3c9820	
DLBCL11562	819fb74b-52cd-4059-8d0e-a9d12d358adf	819fb74b-52cd-4059-8d0e-a9d12d358adf	
DLBCL11563	50009e0e-039d-48db-8766-aebd0ed27c02	50009e0e-039d-48db-8766-aebd0ed27c02	
DLBCL11564	2f786287-304d-411c-9ba9-06aa55c8b3ab	2f786287-304d-411c-9ba9-06aa55c8b3ab	
DLBCL11565	8a2eb9fb-3e30-4ab3-abe6-7387385a2132	8a2eb9fb-3e30-4ab3-abe6-7387385a2132	
DLBCL11566	82590721-80d1-4a9c-8bba-d1048d61b053	82590721-80d1-4a9c-8bba-d1048d61b053	
DLBCL11569	c0440e78-42fc-4f74-a2e5-5e9efa8718d8	c0440e78-42fc-4f74-a2e5-5e9efa8718d8	
DLBCL11570	02cd4d72-f088-48b6-8757-57347f3f1fc0	02cd4d72-f088-48b6-8757-57347f3f1fc0	
DLBCL11571	f5666533-404c-4eb7-b28b-a6b6cbbb4b1f	f5666533-404c-4eb7-b28b-a6b6cbbb4b1f	
DLBCL11572	dcb760d2-8ea2-4cd6-a30d-07045ae1f8f6	dcb760d2-8ea2-4cd6-a30d-07045ae1f8f6	
DLBCL11573	a2b9c201-55b5-4b24-b178-013cc33eccaf	a2b9c201-55b5-4b24-b178-013cc33eccaf	
DLBCL11574	6361dfc7-06fd-4e80-b92a-7eb4d233528a	6361dfc7-06fd-4e80-b92a-7eb4d233528a	
DLBCL11575	75847e6a-018a-481e-913d-7e25659809be	75847e6a-018a-481e-913d-7e25659809be	
DLBCL11576	b1f57c70-9fce-4dc8-83a0-f177dac8857b	b1f57c70-9fce-4dc8-83a0-f177dac8857b	
DLBCL11577	f1bb7818-e016-4207-8ce8-3207334e2095	f1bb7818-e016-4207-8ce8-3207334e2095	
DLBCL11578	aa7c0f7f-1f75-48c1-ae42-9dda1f339b52	aa7c0f7f-1f75-48c1-ae42-9dda1f339b52	
DLBCL11579	50790a68-b5c0-4f04-b4f9-d0ff9952f68f	50790a68-b5c0-4f04-b4f9-d0ff9952f68f	
DLBCL11581	3b1d8d49-fff1-4a5e-a896-d2dc410dfbbc	3b1d8d49-fff1-4a5e-a896-d2dc410dfbbc	
DLBCL11584	3ff1e60a-56c4-4e7b-bade-64e3762c5dbd	3ff1e60a-56c4-4e7b-bade-64e3762c5dbd	
DLBCL11585	44535374-1637-4282-a486-8add7c0a2f0d	44535374-1637-4282-a486-8add7c0a2f0d	
DLBCL11586	0a1900f8-143d-4a72-856c-c30cf76d8ebf	0a1900f8-143d-4a72-856c-c30cf76d8ebf	
DLBCL11587	c312fcfa-6d82-4691-a8c4-b026f86fd700	c312fcfa-6d82-4691-a8c4-b026f86fd700	
DLBCL11590	e36fc128-9b38-45e2-a45e-2ceee51f82e2	e36fc128-9b38-45e2-a45e-2ceee51f82e2	
DLBCL11591	0d59bfd5-1f82-453c-86ed-52698b127871	0d59bfd5-1f82-453c-86ed-52698b127871	
DLBCL11595	e8abc5a5-01ce-40b2-8134-79b066b0e51f	e8abc5a5-01ce-40b2-8134-79b066b0e51f	
DLBCL11651	b50922d0-9694-40da-9a47-ba98c7cc99db	b50922d0-9694-40da-9a47-ba98c7cc99db	
DLBCL11652	89c4e02f-5d05-4181-92b3-8a0660d9fdca	89c4e02f-5d05-4181-92b3-8a0660d9fdca	
DLBCL11655	28ae3a70-f202-42ac-9895-f9b785f058d7	28ae3a70-f202-42ac-9895-f9b785f058d7	
DLBCL11656	f840a1ba-5406-421c-9b41-f51ffd30a663	f840a1ba-5406-421c-9b41-f51ffd30a663	
DLBCL11657	092ca590-28b4-43c3-ab3b-1df79cf82419	092ca590-28b4-43c3-ab3b-1df79cf82419	
DLBCL11658	2df3c453-fc67-454d-8d46-3ec44ba3ab6d	2df3c453-fc67-454d-8d46-3ec44ba3ab6d	
DLBCL11659	abb0d25f-72d3-43dd-af4e-e9915be7f702	abb0d25f-72d3-43dd-af4e-e9915be7f702	
DLBCL11660	c5edb651-9460-4b3f-8d1c-d6f955de868f	c5edb651-9460-4b3f-8d1c-d6f955de868f	
DLBCL11661	8f944c10-d605-42d7-9a90-cfd3484ba713	8f944c10-d605-42d7-9a90-cfd3484ba713	
DLBCL11662	62cd1c5d-b97b-42db-9919-99c1b8caca67	62cd1c5d-b97b-42db-9919-99c1b8caca67	
DLBCL11663	52573f0c-6008-4500-bfab-1e49f7e13d09	52573f0c-6008-4500-bfab-1e49f7e13d09	
DLBCL11664	dfa6946e-1775-461e-8a95-cbd4d8899cfb	dfa6946e-1775-461e-8a95-cbd4d8899cfb	
DLBCL11665	8cee1b65-135c-4c63-8984-2a0bc22980f0	8cee1b65-135c-4c63-8984-2a0bc22980f0	
DLBCL11666	2a6ba79b-b854-45c7-aee8-6902769761c0	2a6ba79b-b854-45c7-aee8-6902769761c0	
DLBCL11667	608e5a37-da88-4c7b-ba56-e096954521c6	608e5a37-da88-4c7b-ba56-e096954521c6	
DLBCL11669	64b87562-462e-4331-80ff-c592f1429f24	64b87562-462e-4331-80ff-c592f1429f24	
DLBCL11670	87569e14-2722-4b09-9b7f-fe233249be6a	87569e14-2722-4b09-9b7f-fe233249be6a	
DLBCL11671	139d30fe-7696-4f5f-b0e1-db51e794afe2	139d30fe-7696-4f5f-b0e1-db51e794afe2	
DLBCL11672	75c2a4ce-51d9-4c94-b4ec-b3458092bddc	75c2a4ce-51d9-4c94-b4ec-b3458092bddc	
DLBCL11673	50183a05-5cab-4df4-9b8d-db7d4a8a41c2	50183a05-5cab-4df4-9b8d-db7d4a8a41c2	
DLBCL11675	82c3a6a8-3890-40f5-889a-7bfe799c1fba	82c3a6a8-3890-40f5-889a-7bfe799c1fba	
DLBCL11676	217f34e0-e261-4c44-b5c8-fb967dc96b27	217f34e0-e261-4c44-b5c8-fb967dc96b27	
DLBCL11677	338248b6-2795-44bd-a444-5d5a7f16a188	338248b6-2795-44bd-a444-5d5a7f16a188	
DLBCL11678	a75cbd67-19c4-456b-ad2d-99486553fdc1	a75cbd67-19c4-456b-ad2d-99486553fdc1	
DLBCL11679	b5164430-05cd-4a04-badc-6cc0988cb464	b5164430-05cd-4a04-badc-6cc0988cb464	
DLBCL11680	a761569d-57ae-4ab3-8d07-0a0e521ae7a0	a761569d-57ae-4ab3-8d07-0a0e521ae7a0	
DLBCL11681	17d3ef96-6bb2-41f0-bc41-bef6739fde7f	17d3ef96-6bb2-41f0-bc41-bef6739fde7f	
DLBCL11683	e20ad022-7396-435a-b492-28e2d6cf6889	e20ad022-7396-435a-b492-28e2d6cf6889	
DLBCL11684	84b9ef41-a18f-47f4-8b27-136da24eb16b	84b9ef41-a18f-47f4-8b27-136da24eb16b	
DLBCL11685	a7c139bd-1665-4076-8fbe-7e6b9d56060e	a7c139bd-1665-4076-8fbe-7e6b9d56060e	
